,n_ton,avg_homo_b,exp_homo_b,exp_minus_avg
0,2,0.0,0.005025125628140704,0.005025125628140704
1,3,0.010526315789473684,0.01507537688442211,0.004549061094948426
2,4,0.0,0.030150753768844223,0.030150753768844223
3,5,0.058823529411764705,0.05025125628140704,-0.008572273130357667
4,6,0.0,0.07537688442211055,0.07537688442211055
5,7,0.1,0.10552763819095477,0.005527638190954767
6,8,0.2,0.1407035175879397,-0.059296482412060314
7,9,0.14285714285714285,0.18090452261306533,0.038047379755922484
8,10,0.3333333333333333,0.2261306532663317,-0.10720268006700162
9,12,0.0,0.3316582914572864,0.3316582914572864
10,15,0.0,0.5276381909547739,0.5276381909547739
