chrom,pos,allele_count,num_heterozygotes,num_homozygotes,chi_pr_values,fisher_pr_values,fisher_p_n_homo_leq,fisher_p_n_homo_geq,fisher_p_two_sided
5,15,48,46,1,0.9889965113579975,0.38076198849922777,0.6865867771342458,0.694175211364982,0.9999999999999999
5,26,83,75,4,0.9481250806735156,0.2037737645563065,0.753795456987832,0.4499783075684745,0.7654442792120163
8,5,143,127,8,0.7192965555338771,0.11327326484421385,0.2783925054482877,0.8348807593959261,0.5825658773582882
9,17,45,41,2,0.589777251759311,0.19020144316246956,0.9299388268197414,0.26026261634272824,0.26026261634272824
10,1,4,4,0,0.9959759253458835,0.9939970060331144,0.9939970060331144,1.0,1.0
10,5,11,11,0,0.9695466924909625,0.9459319426749386,0.9459319426749386,1.0,1.0
12,23,10,10,0,0.9748149691105003,0.9555843094369278,0.9555843094369278,1.0,1.0
16,6,4,4,0,0.9959759253458835,0.9939970060331144,0.9939970060331144,1.0,1.0
17,25,107,91,8,0.5671503944906084,0.09507120702457311,0.9032209600173208,0.1918502470072523,0.3438063649444338
19,25,47,47,0,0.5444033341668363,0.32168987148915257,0.32168987148915257,1.0,0.6170189966081786
20,9,20,20,0,0.9011141994431964,0.823829735905331,0.823829735905331,1.0,1.0
21,9,36,34,1,0.902236239307086,0.3524662858984362,0.8727736603199373,0.47969262557849895,0.47969262557849895
22,21,6,6,0,0.990932381241065,0.9850301504359155,0.9850301504359155,1.0,1.0
24,7,18,18,0,0.919434322383893,0.8557873308616573,0.8557873308616573,1.0,1.0
25,7,8,8,0,0.9838723606807993,0.9721823910125961,0.9721823910125961,1.0,1.0
26,14,62,60,1,0.7777528585804873,0.2867493375394775,0.4198883742183042,0.8668609633211734,0.7116214048608663
26,20,62,56,3,0.7092151874806004,0.18015488199734994,0.8884218513547879,0.2917330306425622,0.4248720673213889
26,22,6,6,0,0.990932381241065,0.9850301504359155,0.9850301504359155,1.0,1.0
28,18,237,187,25,0.747550340464896,0.0765929372612907,0.2708857171923576,0.8057072200689331,0.5360880075357327
29,14,177,147,15,0.979406362524764,0.1214283834121136,0.49741247830151836,0.6240159051105951,0.9999999999999999
36,5,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
46,7,13,13,0,0.9575567428969232,0.9240496937748675,0.9240496937748675,0.9999999999999999,0.9999999999999999
49,13,190,158,16,0.8374184431956069,0.10111149615170255,0.33984553126585665,0.7612659648858454,0.6628794073073744
52,18,32,30,1,0.7802095961640141,0.31682796267334856,0.9159905211160925,0.40083744155725604,0.40083744155725604
54,14,5,5,0,0.9937069130460606,0.9900050501855918,0.9900050501855918,1.0,1.0
56,16,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
57,9,3,3,0,0.9977389989283943,0.996996996996997,0.996996996996997,1.0,1.0
63,2,100,88,6,0.8838598318931834,0.16024922141251532,0.7862764307171097,0.3739727906954055,0.616453696701356
65,8,30,30,0,0.7873103637293946,0.6387184860920567,0.6387184860920567,1.0,1.0
65,24,197,161,18,0.9241989675451755,0.10687487415516078,0.4141595194565894,0.6927153546985712,0.7781262287479505
67,3,5,5,0,0.9937069130460606,0.9900050501855918,0.9900050501855918,1.0,1.0
69,1,119,105,7,0.9994105893201787,0.1688950634902852,0.5955589773050066,0.5733360861852788,1.0000000000000002
69,17,3,3,0,0.9977389989283943,0.996996996996997,0.996996996996997,1.0,1.0
70,4,122,100,11,0.3317663483238276,0.051600343756938394,0.9517718534015048,0.09982849035543355,0.1423448989643779
70,20,401,249,76,0.7148870748501757,0.05418958738764574,0.2408595623839225,0.813330025003723,0.4566447574421436
73,17,4,4,0,0.9959759253458835,0.9939970060331144,0.9939970060331144,1.0,1.0
76,6,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
76,7,189,163,13,0.36584937311496274,0.0454582177650659,0.10294879691037201,0.942509420854694,0.18919634899796509
76,23,54,54,0,0.44281571270690867,0.22031619754519968,0.22031619754519968,1.0000000000000002,0.38639816750395134
77,3,8,8,0,0.9838723606807993,0.9721823910125961,0.9721823910125961,1.0,1.0
79,11,42,40,1,0.9914361681119623,0.38187497074237586,0.7890308628927836,0.5928441078495922,0.5928441078495922
80,25,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
83,12,3,3,0,0.9977389989283943,0.996996996996997,0.996996996996997,1.0,1.0
84,9,19,19,0,0.910483249491586,0.8401008013753947,0.8401008013753947,1.0,1.0
84,26,11,11,0,0.9695466924909625,0.9459319426749386,0.9459319426749386,1.0,1.0
85,16,8,8,0,0.9838723606807993,0.9721823910125961,0.9721823910125961,1.0,1.0
86,15,104,88,8,0.461291004948962,0.07967280117706567,0.928525965507482,0.15114683566958376,0.2253550405063988
88,14,80,78,1,0.40922503123915366,0.12067564635106595,0.15283035971422973,0.9678452866368359,0.35227151627186837
89,5,235,205,15,0.007284369322650603,0.0005632680098376287,0.0009012379205558198,0.9996620300892819,0.0017227598879570065
89,24,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
90,11,16,16,0,0.9360389202008819,0.8852419484553506,0.8852419484553506,0.9999999999999999,0.9999999999999999
93,16,119,95,12,0.11059361793763146,0.01988046942368417,0.9863419159366346,0.033538553487049705,0.050801211435125095
93,22,4,4,0,0.9959759253458835,0.9939970060331144,0.9939970060331144,1.0,1.0
96,25,129,107,11,0.5662547496264752,0.08230461036841114,0.8985321670817408,0.18377244328667033,0.3162204771083657
99,4,73,71,1,0.5460690743703454,0.1800345142115746,0.23867589326983482,0.9413586209417399,0.5022175484133717
100,21,8,8,0,0.9838723606807993,0.9721823910125961,0.9721823910125961,1.0,1.0
103,4,38,38,0,0.6770006605182098,0.4816323205996127,0.4816323205996127,1.0000000000000002,1.0000000000000002
103,12,376,260,58,0.05369520262083253,0.004258937991581345,0.010350202292388073,0.9939087356991934,0.017311796780291797
105,21,43,41,1,0.9966395118214597,0.38378055387454924,0.7730861877052104,0.6106943661693387,0.6106943661693387
106,9,8,8,0,0.9838723606807993,0.9721823910125961,0.9721823910125961,1.0,1.0
106,12,124,102,11,0.3946837175730099,0.059896997797767075,0.9394820875516803,0.12041491024608672,0.21220552586008662
106,18,17,17,0,0.9279563430711413,0.8708477704316865,0.8708477704316865,1.0,1.0
108,17,4,4,0,0.9959759253458835,0.9939970060331144,0.9939970060331144,1.0,1.0
109,2,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
109,17,59,59,0,0.3742620048148876,0.16227167027615438,0.16227167027615438,1.0,0.403035072869613
111,15,10,10,0,0.9748149691105003,0.9555843094369278,0.9555843094369278,1.0,1.0
114,9,412,238,87,0.9257414033330489,0.06743549209315693,0.6944278227364521,0.3730076693567046,0.7121282608576206
115,10,378,228,75,0.7953234858676195,0.05921673962278678,0.7868045730047876,0.27241216661799933,0.5060572029829747
120,8,22,22,0,0.8811697514407855,0.7897060010396019,0.7897060010396019,1.0000000000000002,1.0000000000000002
120,20,332,224,54,0.9751725196500545,0.07890817659734896,0.4612496551332601,0.6176585214640888,0.9196571292826992
121,6,46,42,2,0.6307942656108328,0.19937246263582326,0.9217731104117192,0.27759935222410415,0.27759935222410415
125,11,22,22,0,0.8811697514407855,0.7897060010396019,0.7897060010396019,1.0000000000000002,1.0000000000000002
125,18,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
126,14,473,257,108,0.7863530312486153,0.05713612706735044,0.2804832146542318,0.7766529124131186,0.5303374148410601
128,1,284,194,45,0.5898485898056713,0.049940262884740655,0.8767525412117565,0.173187721672984,0.3221031793278361
